folioviv,foliohog,numren,clave,material,gasto,gasto_tri
13609773003,1,03,E002B,18,18,54
13611441101,1,02,E001B,78,78,226.45
13611442001,1,03,E002B,30,30,90
13611442003,1,03,E004B,200,200,600
13611442006,1,05,E002A,14,14,42
13611442901,1,03,E002B,120,120,360
13611442903,1,04,E002B,100,100,300
13611442903,1,05,E001A,20,20,60
13611442903,1,04,E002A,34,34,102
13611442903,1,05,E001B,16,16,48
13612280006,1,06,E002B,39,39,117
13612280907,1,04,E002B,200,200,642.85
13612280910,1,04,E002B,167,167,536.78
13612280912,1,04,E002B,18,18,57.85
13612280912,1,04,E002A,72,72,231.42
13612281805,1,05,E003B,80,80,232.25
13612281805,1,04,E004B,120,120,348.38
13612281806,1,04,E001B,100,100,290.32
13612281806,1,03,E002B,50,50,145.16
13612331304,1,05,E002B,200,200,600
13612700803,2,04,E002A,300,300,964.28
13612700803,2,03,E002A,300,300,964.28
13612702601,1,06,E001B,115,115,333.87
13612702602,1,04,E002B,320,320,929.03
13612702602,1,03,E002B,320,320,929.03
13612702605,1,03,E002B,38,38,110.32
13612702606,1,04,E004B,400,400,1161.29
13612702606,1,03,E004B,400,400,1161.29
13613930703,1,04,E003B,37,37,118.92
13613930706,1,03,E002B,61,61,196.07
13613931601,1,03,E001B,320,320,929.03
13613931601,1,03,E001A,80,80,232.25
13613933502,1,04,E002B,14,14,42
13614301901,1,03,E002A,25,25,75
13614301902,1,03,E002A,15,15,45
13614301902,1,03,E002B,35,35,105
13614880501,1,04,E002A,290,290,841.93
13614880501,1,03,E004A,350,350,1016.12
13614880503,1,03,E002A,130,130,377.41
13614880504,1,03,E005A,600,600,1741.93
13614881406,1,03,E004B,50,50,150
13614881406,1,05,E002B,20,20,60
13614881406,1,06,E002B,15,15,45
13614951005,1,03,E002B,373,373,1082.9
13614951006,1,06,E003A,144,144,418.06
13614951006,1,06,E003B,216,216,627.09
13614951902,1,03,E002B,85,85,255
13614951906,1,02,E002B,92,92,276
13614951906,1,03,E001B,30,30,90
13614952802,1,06,E003A,22,22,66
13614953712,1,03,E005B,30,30,87.09
14000391102,1,05,E003B,50,50,145.16
14000602906,1,03,E004B,500,500,1500
14002692002,1,03,E004A,120,120,360
14003852706,1,03,E003B,20,20,58.06
14008812601,1,03,E005B,80,80,232.25
14008812603,1,06,E002B,130,130,377.41
14008812603,1,05,E003B,150,150,435.48
14008812603,1,05,E003A,325,325,943.54
14008812603,1,06,E002A,280,280,812.9
14011121703,1,03,E003B,150,150,435.48
14011891904,1,03,E003A,100,100,300
14011891904,1,04,E002A,100,100,300
14014023102,1,04,E003B,120,120,348.38
14018162802,1,03,E005A,320,320,960
14018660801,1,04,E005B,109,109,350.35
14018660801,1,04,E005A,191,191,613.92
14018671203,1,03,E005B,300,300,870.96
14023901003,1,05,E001A,60,60,174.19
14023901003,1,04,E002B,50,50,145.16
14023901003,1,04,E002A,30,30,87.09
14023901003,1,05,E001B,90,90,261.29
14023901005,2,04,E003B,50,50,145.16
14023901006,1,03,E001B,30,30,87.09
14024411405,1,04,E003B,350,350,1050
14024411405,1,04,E003A,168,168,504
14025071504,1,04,E005B,60,60,180
14025071505,1,03,E005B,50,50,150
14029960106,1,03,E002A,50,50,145.16
14029960106,1,04,E001A,50,50,145.16
14030410506,1,03,E002B,30,30,87.09
14030482105,1,03,E005A,238,238,714
14030482105,1,04,E005A,238,238,714
14031192005,1,02,E002B,200,200,600
14033590604,1,04,E005A,200,200,580.64
14034073301,1,04,E002A,120,120,348.38
14034073301,1,04,E002B,30,30,87.09
14034073303,1,03,E002A,180,180,522.58
14037962003,1,03,E002B,71,71,213
14037962003,1,03,E002A,57,57,171
14037962003,1,04,E001B,145,145,435
14039050603,1,03,E002A,120,120,348.38
14041991505,1,04,E003B,200,200,600
14044890004,1,04,E002B,25,25,75
14044890004,1,03,E003B,100,100,300
14044890004,1,05,E002B,25,25,75
14046491302,1,05,E003A,300,300,900
14046491302,1,05,E003B,200,200,600
14047761604,1,03,E005A,50,50,145.16
14047761604,1,05,E002B,100,100,290.32
14047761605,1,03,E002B,40,40,116.12
14047761605,1,04,E002B,40,40,116.12
14047902704,1,03,E002B,450,450,1306.45
14047902704,1,02,E003B,400,400,1161.29
14047902704,1,03,E002A,50,50,145.16
14047902705,1,03,E001A,115,115,333.87
14047902705,1,03,E001B,385,385,1117.74
14047902706,1,05,E002A,108,108,313.54
14047902706,1,05,E002B,292,292,847.74
14048640401,1,05,E002B,40,40,116.12
14049753101,1,05,E004B,200,200,580.64
14049862203,1,04,E001B,200,200,580.64
14049862203,1,04,E001A,300,300,870.96
14049862203,1,03,E002B,200,200,580.64
14049862203,1,03,E002A,600,600,1741.93
14049911801,1,03,E002B,200,200,580.64
14051733501,1,07,E002B,170,170,510
14053780705,1,02,E002B,250,250,803.57
14053780706,1,03,E002B,80,80,257.14
14053780706,1,03,E002A,120,120,385.71
14053982205,1,03,E002A,36,36,104.51
14053982205,1,03,E002B,164,164,476.12
14055603302,1,05,E005B,1000,1000,2903.22
14055732606,1,03,E002A,400,400,1161.29
14055732606,1,03,E002B,200,200,580.64
14058270501,1,03,E004B,50,50,145.16
14058270501,1,03,E004A,130,130,377.41
14058270503,1,03,E004A,400,400,1161.29
14058270503,1,03,E004B,100,100,290.32
14058732906,1,04,E004B,100,100,300
14058863401,1,03,E003A,180,180,540
14060361901,1,04,E002B,20,20,60
14060361901,1,03,E003B,200,200,600
14060361903,1,03,E004A,54,54,162
14060361903,1,03,E004B,17,17,51
14060830002,1,03,E002A,30,30,90
14061253701,1,05,E002B,150,150,435.48
14062760703,1,03,E001B,120,120,385.71
14063902601,1,03,E002B,600,600,1741.93
14063902601,1,03,E002A,300,300,870.96
14066872901,1,04,E005A,400,400,1200
14066872901,1,04,E005B,600,600,1800
14066872901,1,05,E003A,500,500,1500
14066872901,1,05,E003B,1000,1000,3000
14066872903,1,03,E005A,230,230,690
14066872904,1,02,E002A,240,240,720
14066872904,1,03,E001B,700,700,2100
14066872904,1,02,E002B,250,250,750
14066872904,1,03,E001A,100,100,300
14066872906,1,03,E004A,600,600,1800
14066872906,1,03,E004B,400,400,1200
14068673601,1,04,E004B,200,200,600
14070430602,1,02,E003B,50,50,145.16
14070430605,1,03,E003A,200,200,580.64
14070892504,1,03,E003A,500,500,1451.61
14070892506,1,04,E002A,600,600,1741.93
14070892506,1,04,E002B,400,400,1161.29
14071391905,1,04,E003A,400,400,1200
14071391905,1,04,E003B,400,400,1200
14073101702,1,02,E002A,120,120,348.38
14073101702,1,02,E002B,80,80,232.25
14073483302,1,03,E004B,45,45,130.64
14073483302,1,04,E004A,95,95,275.8
14073483302,1,04,E004B,100,100,290.32
14084730501,1,05,E004A,900,900,2612.9
14085411402,1,03,E002B,280,280,840
14086341003,1,04,E002B,43,43,124.83
14088190803,1,04,E003A,225,225,723.21
14088190803,1,03,E004A,300,300,964.28
14097502104,1,03,E004B,1000,1000,3000
14097502104,1,04,E004B,968,968,2904
14097502104,1,04,E004A,32,32,96
14097890005,1,03,E001A,90,90,270
14097890006,1,04,E002B,220,220,660
14097902502,1,05,E003B,100,100,290.32
14097902502,1,05,E003A,400,400,1161.29
14097902506,1,03,E004A,500,500,1451.61
14097902506,1,04,E002A,500,500,1451.61
14098081004,1,05,E002A,20,20,58.06
14098081004,1,04,E003B,35,35,101.61
14098081905,1,02,E001B,40,40,120
14098082806,1,03,E001A,150,150,450
14098082806,1,03,E001B,150,150,450
14098083709,1,05,E001B,105,105,304.83
14098083709,1,04,E001B,210,210,609.67
14098862001,1,07,E003B,200,200,600
14099380501,1,04,E002B,20,20,58.06
14099380505,1,03,E002B,15,15,43.54
14099380505,1,04,E002B,15,15,43.54
14099381401,1,03,E002A,150,150,450
14099381401,1,03,E002B,80,80,240
14099381403,1,03,E003B,80,80,240
14099381406,1,04,E003B,80,80,240
14099381406,1,04,E003A,270,270,810
14099383201,1,03,E003A,150,150,435.48
14099383201,1,02,E004A,200,200,580.64
14099383202,1,02,E002A,75,75,217.74
14099383202,1,03,E002A,75,75,217.74
14113411804,1,03,E002B,200,200,580.64
14113411804,1,04,E002B,200,200,580.64
14114472703,1,04,E004A,56,56,162.58
14114473601,1,03,E003B,30,30,90
14114473604,1,03,E003B,300,300,900
14114880802,1,03,E003B,300,300,964.28
14114880806,1,03,E002B,60,60,192.85
14115490303,1,04,E004B,178,178,516.77
14115490303,1,03,E005A,20,20,58.06
14115490303,1,03,E005B,264,264,766.45
14119290702,1,04,E003B,100,100,321.42
14119290702,1,05,E002B,100,100,321.42
14119290704,1,03,E002B,20,20,64.28
14119290706,1,03,E002B,100,100,321.42
14119290706,1,03,E002A,100,100,321.42
14119291705,1,05,E002A,200,200,580.64
14119291705,1,05,E002B,100,100,290.32
14119292601,1,04,E002A,90,90,261.29
14119292601,1,04,E002B,760,760,2206.45
14119292601,1,03,E002A,150,150,435.48
14119292601,1,03,E002B,350,350,1016.12
14120880101,1,01,E006B,660,660,1916.12
14120880106,1,05,E002B,200,200,580.64
14125471301,1,05,E002B,30,30,90
14125471301,1,05,E002A,30,30,90
14125471302,1,03,E004A,120,120,360
14125471302,1,03,E004B,80,80,240
14125471306,1,06,E002B,74,74,222
14125471306,1,04,E004B,20,20,60
14125471306,1,06,E002A,26,26,78
14125471306,1,04,E004A,50,50,150
14125821203,1,03,E001B,100,100,290.32
14125823301,1,05,E003B,40,40,116.12
14125823301,1,03,E003B,40,40,116.12
14129531105,1,03,E004B,500,500,1451.61
14129531105,1,03,E004A,25,25,72.58
14129531105,1,04,E004B,240,240,696.77
14129533002,1,06,E002B,300,300,900
14129533004,1,03,E001B,250,250,750
14129533005,1,05,E005A,70,70,210
14136520805,1,04,E005A,50,50,160.71
14137860705,1,03,E004A,920,920,2957.14
14137861601,1,04,E003A,200,200,580.64
14137861601,1,04,E003B,50,50,145.16
14137862502,1,04,E002A,200,200,580.64
14137862502,1,03,E002A,100,100,290.32
14137862502,1,03,E002B,400,400,1161.29
14137862502,1,04,E002B,300,300,870.96
14137862506,1,04,E002B,150,150,435.48
14137862506,1,03,E004A,200,200,580.64
14137862506,1,03,E004B,100,100,290.32
14137862506,1,04,E002A,150,150,435.48
14142920605,1,03,E001B,100,100,290.32
14142922303,1,05,E001B,700,700,2032.25
14142922303,1,05,E001A,100,100,290.32
14143460104,1,04,E002A,80,80,232.25
14143460104,1,03,E002A,60,60,174.19
14143461904,1,04,E003B,110,110,330
14143463405,1,04,E003B,100,100,300
14144141404,1,06,E002B,50,50,150
14145012801,1,04,E004A,300,300,900
14145012802,1,04,E003A,180,180,540
14145012802,1,04,E003B,200,200,600
14145012803,1,04,E002A,52,52,156
14145012804,2,03,E001B,117,117,351
14145012804,2,03,E001A,60,60,180
14147140001,1,04,E004B,125,125,375
14147140001,1,03,E004B,330,330,990
14147140911,1,03,E002B,30,30,96.42
14147140911,1,04,E002A,120,120,385.71
14147140911,1,04,E002B,30,30,96.42
14147140911,1,03,E002A,120,120,385.71
14601262603,1,04,E002B,200,200,580.64
14601262603,1,03,E002B,200,200,580.64
14601262603,1,02,E003B,200,200,580.64
14608021203,1,03,E002B,20,20,58.06
14608021204,1,02,E002B,20,20,58.06
14609200404,1,03,E002A,25,25,72.58
14609200404,1,03,E002B,103,103,299.03
14609201805,1,05,E002B,150,150,435.48
14609201805,1,04,E003B,50,50,145.16
14609202702,1,04,E002B,600,600,1741.93
14609202702,1,04,E002A,100,100,290.32
14609202704,1,05,E002A,110,110,319.35
14609202704,1,05,E002B,690,690,2003.22
14609202704,1,04,E002B,690,690,2003.22
14609202704,1,04,E002A,110,110,319.35
14609202705,1,03,E002B,200,200,580.64
14609202705,1,03,E002A,100,100,290.32
14612371105,1,03,E002B,42,42,121.93
14612371105,1,03,E002A,25,25,72.58
14612372901,1,07,E001B,200,200,600
14612372902,1,03,E003A,84,84,252
15001492701,1,03,E005A,160,160,464.51
15001492701,1,03,E005B,100,100,290.32
15001492701,1,04,E003A,160,160,464.51
15001492701,1,04,E003B,150,150,435.48
15001492703,1,04,E002B,122,122,354.19
15001492703,1,04,E002A,178,178,516.77
15005092403,1,03,E004B,80,80,232.25
15005092403,1,03,E004A,50,50,145.16
15005932106,1,05,E004A,220,220,660
15005932106,1,05,E004B,280,280,840
15007573001,1,04,E004B,156,156,468
15007573001,1,03,E003B,160,160,480
15007573001,1,03,E003A,40,40,120
15007573001,1,04,E004A,44,44,132
15007573002,1,03,E006A,800,800,2400
15007573002,1,06,E002B,300,300,900
15007573002,1,05,E003B,270,270,810
15007573002,1,03,E006B,400,400,1200
15007573002,1,05,E003A,150,150,450
15014133306,1,03,E002B,300,300,870.96
15015180901,1,04,E004A,36,36,115.71
15016781803,1,05,E004B,660,660,1916.12
15016781803,1,04,E004B,300,300,870.96
15018440606,1,03,E002B,200,200,580.64
15019740305,1,04,E003A,100,100,290.32
15022142704,1,03,E005A,400,400,1161.29
15022142704,1,03,E005B,100,100,290.32
15022142704,1,04,E002A,50,50,145.16
15022142704,1,04,E002B,50,50,145.16
15022941305,1,04,E001A,170,170,510
15024612601,1,04,E001A,90,90,261.29
15024612601,1,04,E001B,435,435,1262.9
15024612601,1,03,E002B,750,750,2177.41
15024612601,1,03,E002A,218,218,632.9
15024612603,1,04,E002B,240,240,696.77
15024612603,1,04,E002A,60,60,174.19
15024612603,1,03,E004A,60,60,174.19
15024612603,1,03,E004B,316,316,917.41
15024612606,1,03,E002B,404,404,1172.9
15024612606,1,03,E002A,96,96,278.7
15024740802,1,03,E001B,120,120,385.71
15024740802,1,03,E001A,380,380,1221.42
15024740803,1,06,E001B,200,200,642.85
15030142002,1,06,E003A,120,120,360
15030142002,1,07,E002A,100,100,300
15030142002,1,05,E003A,140,140,420
15030142003,1,05,E002A,50,50,150
15030142003,1,04,E003A,60,60,180
15030142003,1,03,E003A,80,80,240
15030142006,1,06,E001B,80,80,240
15030142006,1,05,E004A,150,150,450
15031580005,1,05,E004A,400,400,1200
15031580005,1,06,E004A,400,400,1200
15031580005,1,04,E004A,300,300,900
15034181805,1,06,E002B,20,20,58.06
15034181805,1,05,E002B,30,30,87.09
15034181805,1,04,E002B,30,30,87.09
15034181805,1,03,E002A,80,80,232.25
15034820903,1,04,E002A,300,300,964.28
15034820903,1,04,E002B,200,200,642.85
15034820903,1,03,E004B,95,95,305.35
15034820903,1,03,E004A,305,305,980.35
15034820904,1,02,E005B,45,45,144.64
15034820904,1,02,E005A,205,205,658.92
15034820905,1,02,E002B,250,250,803.57
15034820905,1,03,E001B,74,74,237.85
15034820905,1,03,E001A,126,126,404.99
15035883603,1,03,E001B,200,200,600
15035883605,1,03,E004B,200,200,600
15035883605,1,04,E002B,100,100,300
15035883606,1,05,E002B,100,100,300
15035883606,1,03,E004B,200,200,600
15035883606,1,04,E003B,100,100,300
15036302703,1,05,E001A,200,200,580.64
15036302703,1,04,E002B,100,100,290.32
15036302703,1,05,E001B,100,100,290.32
15036302703,1,04,E002A,200,200,580.64
15036302706,1,08,E001A,250,250,725.8
15036302706,1,08,E001B,150,150,435.48
15036302706,1,12,E004B,200,200,580.64
15036302706,1,12,E004A,300,300,870.96
15036302706,1,09,E001A,250,250,725.8
15036302706,1,11,E003A,300,300,870.96
15036302706,1,11,E003B,200,200,580.64
15036302706,1,09,E001B,150,150,435.48
15036302706,1,10,E002A,250,250,725.8
15036302706,1,10,E002B,150,150,435.48
15037201301,1,03,E003A,400,400,1200
15037201306,1,03,E002B,100,100,300
15037201306,1,04,E002B,100,100,300
15038323105,1,03,E002A,50,50,145.16
15038323106,1,02,E001B,22,22,63.87
15040281102,1,04,E003B,100,100,290.32
15040683306,1,02,E005B,300,300,870.96
15041093104,1,03,E003B,282,282,818.7
15041093104,1,05,E001B,100,100,290.32
15041093104,1,05,E001A,90,90,261.29
15041093104,1,03,E003A,332,332,963.87
15041093104,1,04,E003A,332,332,963.87
15041093104,1,04,E003B,156,156,452.9
15041401506,1,04,E005B,200,200,600
15044723002,1,03,E004B,50,50,150
15044723002,1,03,E004A,150,150,450
15044723004,1,05,E001A,190,190,570
15044723004,1,05,E001B,110,110,330
15044801201,1,04,E004A,152,152,441.29
15044801201,1,04,E004B,148,148,429.67
15044801202,1,04,E001A,80,80,232.25
15044801202,1,04,E001B,270,270,783.87
15044801203,1,04,E002A,50,50,145.16
15044801203,1,04,E002B,50,50,145.16
15044801206,1,03,E002A,200,200,580.64
15044801206,1,03,E002B,100,100,290.32
15047731101,1,05,E003A,300,300,870.96
15047731104,1,03,E005A,1000,1000,2903.22
15047731105,1,03,E002B,100,100,290.32
15050671705,1,03,E002B,200,200,580.64
15050671705,1,04,E002B,200,200,580.64
15055731603,1,06,E003A,20,20,58.06
15055731603,1,06,E003B,16,16,46.45
15055731605,1,04,E002A,40,40,116.12
15055731605,1,04,E002B,40,40,116.12
15057042101,1,03,E002B,163,163,489
15057042101,1,03,E002A,87,87,261
15062632003,1,04,E003A,200,200,600
15062632003,1,04,E003B,200,200,600
15062632006,1,04,E004B,3200,3200,9600
15062632006,1,05,E003B,120,120,360
15062632006,1,06,E003B,120,120,360
15065921803,1,05,E003B,200,200,580.64
15065921803,1,03,E004B,400,400,1161.29
15065921803,1,04,E003B,200,200,580.64
15065921806,1,03,E001B,300,300,870.96
15065921806,1,04,E002B,300,300,870.96
15068902601,1,04,E005A,220,220,638.7
15068902601,1,04,E005B,180,180,522.58
15068902601,1,05,E005A,220,220,638.7
15068902601,1,05,E005B,280,280,812.9
15068902601,1,07,E001A,450,450,1306.45
15068902601,1,07,E001B,350,350,1016.12
15068902602,1,04,E002A,160,160,464.51
15068902602,1,04,E002B,140,140,406.45
15068902603,1,04,E005A,360,360,1045.16
15068902603,1,04,E005B,480,480,1393.54
15068902605,1,03,E003A,418,418,1213.54
15068902605,1,03,E003B,582,582,1689.67
15070743601,1,03,E003A,100,100,300
15070743603,1,03,E001B,100,100,300
15070743604,1,03,E004A,150,150,450
15070743604,1,04,E003A,200,200,600
15070743606,1,03,E007A,500,500,1500
15071250401,1,03,E003B,15,15,43.54
15071250403,1,02,E003A,150,150,435.48
15071482701,1,02,E004A,300,300,870.96
15071482701,1,02,E004B,200,200,580.64
15071482701,1,03,E004A,300,300,870.96
15071482701,1,03,E004B,200,200,580.64
15071482702,1,03,E002B,200,200,580.64
15071482702,1,03,E002A,300,300,870.96
15071482702,1,02,E002B,200,200,580.64
15071482702,1,02,E002A,300,300,870.96
15071482703,1,04,E005B,100,100,290.32
15071482703,1,04,E005A,200,200,580.64
15071482704,1,03,E005A,320,320,929.03
15071482704,1,04,E004A,300,300,870.96
15071482704,1,04,E004B,150,150,435.48
15071482704,1,05,E002A,200,200,580.64
15071482704,1,03,E005B,30,30,87.09
15071482704,1,05,E002B,180,180,522.58
15071482705,1,05,E001A,80,80,232.25
15071482705,1,05,E001B,550,550,1596.77
15073343403,1,04,E002A,80,80,240
15074992501,1,03,E002A,200,200,580.64
15074992501,1,03,E002B,300,300,870.96
15074992502,1,03,E002A,250,250,725.8
15074992502,1,03,E002B,200,200,580.64
15074992502,1,04,E002A,250,250,725.8
15074992502,1,04,E002B,200,200,580.64
15074992505,1,04,E005A,300,300,870.96
15074992505,1,05,E001B,50,50,145.16
15074992505,1,05,E001A,150,150,435.48
15074992506,1,03,E002A,200,200,580.64
15074992506,1,03,E002B,100,100,290.32
15077071701,1,07,E003A,100,100,290.32
15077071702,1,06,E001B,50,50,145.16
15077071702,1,05,E001B,50,50,145.16
15077071702,1,04,E003A,100,100,290.32
15084292106,1,02,E005B,1600,1600,4800
15084503004,1,05,E001A,50,50,150
15084503004,1,04,E002A,80,80,240
15084772205,1,09,E003A,105,105,304.83
15084772205,1,09,E003B,95,95,275.8
15089250806,1,04,E002B,120,120,385.71
15092711605,1,03,E005B,300,300,870.96
15093542905,1,04,E001B,25,25,75
15093801703,1,03,E002A,440,440,1277.41
15094653603,1,04,E001B,100,100,300
15097223102,1,03,E002A,100,100,290.32
15098111801,1,03,E003A,130,130,377.41
15098111801,1,03,E003B,170,170,493.54
15105200101,1,04,E002A,500,500,1451.61
15105361106,1,04,E003B,100,100,290.32
15106780505,1,02,E002A,85,85,246.77
15106780506,1,05,E001A,50,50,145.16
15106780506,1,04,E002A,50,50,145.16
15106780506,1,03,E003A,50,50,145.16
15113262304,1,03,E007B,200,200,580.64
15113262304,1,06,E002B,200,200,580.64
15113262304,1,05,E002B,200,200,580.64
15113262304,1,04,E003B,200,200,580.64
15113282803,1,04,E002B,200,200,600
15113282803,1,04,E002A,300,300,900
15113282804,1,03,E005B,100,100,300
15113282804,1,04,E005A,200,200,600
15113282804,1,04,E005B,100,100,300
15113282804,1,03,E005A,200,200,600
15113282805,1,04,E002A,250,250,750
15113282805,1,04,E002B,150,150,450
15114703706,1,02,E002A,1500,1500,4354.83
15119601403,1,03,E002B,100,100,300
15119601405,1,04,E004B,200,200,600
15119601405,1,03,E004B,200,200,600
15119601405,1,05,E002B,100,100,300
15123102101,2,03,E002B,80,80,240
15123471501,1,05,E002B,200,200,600
15123471502,1,04,E001B,100,100,300
15123471502,1,03,E002B,100,100,300
15124273202,1,04,E007A,70,70,203.22
15124273203,1,04,E007A,120,120,348.38
15124273203,1,04,E007B,60,60,174.19
15124273204,1,05,E007A,100,100,290.32
15124273204,1,06,E002B,50,50,145.16
15124273205,1,05,E001B,50,50,145.16
15124453001,1,04,E002B,100,100,300
15124453001,1,03,E005B,30,30,90
15124453005,1,03,E002A,500,500,1500
15124453005,1,03,E002B,500,500,1500
15125751201,1,03,E004A,200,200,580.64
15125751201,1,03,E004B,300,300,870.96
15128243302,1,04,E002B,120,120,348.38
15128243302,1,03,E002B,150,150,435.48
15128243302,1,05,E001B,100,100,290.32
15130413503,1,05,E002B,150,150,450
15130413503,1,05,E002A,30,30,90
15130792501,1,02,E004A,100,100,290.32
15130792504,1,04,E005A,100,100,290.32
15130792504,1,03,E005A,400,400,1161.29
15130792504,1,05,E002B,430,430,1248.38
15130792504,1,05,E002A,200,200,580.64
15130792504,1,04,E005B,1015,1015,2946.77
15130792504,1,03,E005B,335,335,972.58
15130792505,1,03,E003B,1300,1300,3774.19
15130792505,1,03,E003A,200,200,580.64
15131061602,1,03,E002B,120,120,348.38
15131061605,1,03,E002A,60,60,174.19
15131061605,1,03,E002B,110,110,319.35
15131061606,1,04,E002A,100,100,290.32
15131061606,1,03,E002B,100,100,290.32
15131271906,1,03,E002B,100,100,300
15142273401,1,02,E002B,60,60,180
15142273401,1,03,E002B,60,60,180
15142273406,1,03,E001B,100,100,300
15143090003,1,04,E002A,450,450,1350
15143090003,1,05,E001A,150,150,450
15153262506,1,03,E002A,250,250,725.8
15153262506,1,03,E002B,250,250,725.8
15155983704,1,04,E002B,200,200,580.64
15158161902,1,03,E002B,200,200,600
15158161902,1,04,E001B,200,200,600
15158161903,1,03,E003B,100,100,300
15158161903,1,04,E002B,100,100,300
15158161904,1,04,E004B,8,8,24
15158161904,1,04,E004A,28,28,84
15162392305,1,04,E002B,100,100,290.32
15163132801,1,04,E004B,100,100,300
15163132802,1,04,E002B,50,50,150
15163132802,1,03,E003B,100,100,300
15163132804,1,05,E001B,100,100,300
15163132805,1,07,E004B,900,900,2700
15163132805,1,06,E003B,500,500,1500
15163132805,1,03,E004B,1100,1100,3300
15165301901,1,04,E003B,18,18,54
15165301906,1,04,E003B,20,20,60
15165301906,1,03,E004B,250,250,750
15165371404,1,04,E005A,1000,1000,3000
15167633702,1,03,E002B,40,40,116.12
15167633703,1,05,E002B,340,340,987.09
15167633703,1,05,E002A,60,60,174.19
15167633703,1,04,E003B,340,340,987.09
15167633703,1,04,E003A,60,60,174.19
15167633703,1,03,E004B,400,400,1161.29
15167633703,1,03,E004A,40,40,116.12
15167633704,1,03,E003B,100,100,290.32
15167633704,1,04,E002B,40,40,116.12
15169493201,1,05,E004B,2850,2850,8274.19
15169493201,1,06,E005B,300,300,870.96
15169493201,1,05,E004A,350,350,1016.12
15169493203,1,04,E005B,4000,4000,11612.9
15169493203,1,05,E003B,1200,1200,3483.87
15172531003,1,03,E004B,100,100,290.32
15172531003,2,04,E004B,300,300,870.96
15172531003,2,05,E001B,80,80,232.25
15172531004,1,03,E003A,40,40,116.12
15172531006,1,02,E004B,200,200,580.64
15177601401,1,07,E002B,50,50,150
15177601401,1,07,E002A,100,100,300
15177601401,1,05,E002A,100,100,300
15177601406,1,04,E003B,100,100,300
15177601406,1,03,E004B,30,30,90
15182162602,1,03,E003B,200,200,580.64
15182162602,1,03,E003A,300,300,870.96
15182162603,1,04,E002A,500,500,1451.61
15182162603,1,04,E002B,300,300,870.96
15186960805,1,04,E003A,300,300,964.28
15191312501,1,02,E004B,100,100,290.32
15191312501,1,02,E004A,200,200,580.64
15191312502,1,04,E002A,400,400,1161.29
15191312502,1,03,E005A,200,200,580.64
15191312504,1,03,E005B,200,200,580.64
15191312504,1,04,E003A,700,700,2032.25
15191312504,1,04,E003B,300,300,870.96
15191312504,1,03,E005A,300,300,870.96
15191312505,1,04,E004A,400,400,1161.29
15195003203,1,03,E004B,1000,1000,2903.22
15206601405,1,04,E003B,120,120,360
15209200204,1,02,E005A,100,100,290.32
15209202002,1,04,E001B,600,600,1800
15209202003,1,03,E002B,50,50,150
15209202004,1,03,E003B,100,100,300
15209202004,1,02,E003B,100,100,300
15209202005,1,03,E003B,100,100,300
15209202005,1,04,E001B,300,300,900
15209202006,1,03,E003B,80,80,240
15209202906,1,03,E004B,150,150,450
15211303503,1,04,E003B,100,100,300
15211303503,1,03,E005B,100,100,300
15212022403,1,03,E005A,25,25,72.58
15212022403,1,03,E005B,80,80,232.25
15212022404,1,05,E002B,100,100,290.32
15214642103,1,05,E001B,100,100,300
15214642103,1,04,E002B,300,300,900
15215680003,1,06,E001A,1000,1000,3000
15215680004,1,03,E005B,200,200,600
15215680909,1,04,E004A,140,140,449.99
15215680909,1,04,E004B,75,75,241.07
15215680909,1,03,E005A,140,140,449.99
15215680909,1,03,E005B,418,418,1343.57
15215682703,1,04,E001B,215,215,624.19
15215682703,1,04,E001A,50,50,145.16
15215682703,1,06,E004A,154,154,447.09
15215682703,1,06,E004B,406,406,1178.7
15215682705,1,03,E002A,84,84,243.87
15215682705,1,03,E002B,293,293,850.64
15215682705,1,04,E001A,50,50,145.16
15215682705,1,04,E001B,195,195,566.12
15216043403,1,04,E004B,160,160,480
15216043406,1,04,E002B,65,65,195
15217261601,1,03,E003A,800,800,2322.58
15217261605,1,03,E003B,50,50,145.16
15217261605,1,04,E003B,50,50,145.16
15218780102,1,01,E005A,300,300,870.96
15218780106,1,06,E003A,120,120,348.38
15219353204,1,03,E002B,200,200,580.64
15219983301,2,02,E002B,100,100,290.32
15219983301,2,03,E002B,50,50,145.16
15219983304,1,08,E002B,50,50,145.16
15219983304,1,07,E002B,50,50,145.16
15219983304,1,05,E004B,100,100,290.32
15219983306,1,02,E005B,200,200,580.64
15227642601,1,07,E003B,100,100,290.32
15227642601,1,07,E003A,500,500,1451.61
15227642603,1,05,E002B,320,320,929.03
15227642603,1,04,E003B,220,220,638.7
15227642603,1,04,E003A,700,700,2032.25
15227642603,1,05,E002A,500,500,1451.61
15227642604,1,03,E002B,210,210,609.67
15227642604,1,03,E002A,245,245,711.29
15227642606,1,02,E005A,150,150,435.48
15227642606,1,02,E005B,50,50,145.16
15227642606,1,04,E001A,210,210,609.67
15227642606,1,04,E001B,190,190,551.61
15228831204,1,03,E005A,100,100,290.32
15230391502,2,03,E002A,100,100,300
15230391502,2,03,E002B,99,99,297
15230391504,1,05,E001B,34,34,102
15230391504,1,05,E001A,40,40,120
15233522505,1,03,E005B,900,900,2612.9
15233522506,1,03,E003B,600,600,1741.93
15233522506,1,04,E002A,900,900,2612.9
15233522506,1,04,E002B,600,600,1741.93
