folioviv,foliohog,numren,clave,material,gasto,gasto_tri
03002922501,1,05,E002B,150,150,435.48
03002922502,1,04,E002B,1000,1000,2903.22
03002922502,1,04,E002A,130,130,377.41
03002932803,1,03,E004B,200,200,600
03002932803,1,03,E004A,600,600,1800
03002992601,1,06,E003A,375,375,1088.7
03002992601,1,05,E004A,375,375,1088.7
03002992601,1,06,E003B,375,375,1088.7
03002992601,1,05,E004B,375,375,1088.7
03002992606,1,05,E002B,100,100,290.32
03002992606,1,05,E002A,100,100,290.32
03003002501,1,03,E002A,200,200,580.64
03003002504,1,03,E003A,100,100,290.32
03003660103,1,05,E001A,1300,1300,3774.19
03003971806,1,03,E002B,150,150,435.48
03004710505,1,03,E004A,423,423,1228.06
03004710506,1,03,E003B,150,150,435.48
03004710506,1,03,E003A,250,250,725.8
03004931003,1,04,E002A,400,400,1161.29
03004931003,1,04,E002B,200,200,580.64
03004931003,1,03,E003A,480,480,1393.54
03004931003,1,03,E003B,220,220,638.7
03004962403,1,03,E003B,360,360,1045.16
03004962403,1,03,E003A,160,160,464.51
03005080503,1,04,E002A,300,300,870.96
03005080505,1,03,E005A,155,155,449.99
03005103402,1,04,E002B,100,100,300
03005103402,1,05,E001B,100,100,300
03005103404,1,04,E004B,100,100,300
03005103404,1,05,E003A,200,200,600
03005103404,1,04,E004A,200,200,600
03005103404,1,05,E003B,100,100,300
03005442702,1,03,E002A,200,200,580.64
03005442704,1,03,E001B,660,660,1916.12
03005442704,1,03,E001A,140,140,406.45
03006130602,1,03,E003A,125,125,362.9
03006130602,1,02,E004A,125,125,362.9
03006130604,1,03,E002A,95,95,275.8
03006191006,1,04,E003A,100,100,290.32
03006191006,1,04,E003B,50,50,145.16
03006191006,1,05,E002A,100,100,290.32
03006191006,1,05,E002B,50,50,145.16
03006212603,1,05,E002A,200,200,580.64
03006212603,1,04,E002B,100,100,290.32
03006212603,1,04,E002A,200,200,580.64
03006212603,1,03,E005A,400,400,1161.29
03006212603,1,03,E005B,200,200,580.64
03006212603,1,05,E002B,100,100,290.32
03006212605,1,05,E002B,450,450,1306.45
03006212605,1,05,E002A,350,350,1016.12
03006212605,1,04,E002B,400,400,1161.29
03006212605,1,04,E002A,400,400,1161.29
03006262502,1,03,E002A,2000,2000,5806.45
03006262502,1,03,E002B,2000,2000,5806.45
03006262504,1,01,E005A,280,280,812.9
03006262504,1,02,E003B,800,800,2322.58
03006262504,1,02,E003A,700,700,2032.25
03006262505,1,03,E004A,1000,1000,2903.22
03006611401,1,03,E003A,200,200,600
03006772801,1,02,E003B,340,340,1020
03006772801,1,02,E003A,560,560,1680
03006772804,1,04,E002A,200,200,600
03006772804,1,03,E003B,300,300,900
03006772804,1,03,E003A,200,200,600
03006772804,1,04,E002B,300,300,900
03007083706,1,02,E005B,25,25,72.58
03007270203,1,03,E003A,400,400,1161.29
03007360001,1,06,E002A,120,120,360
03007360001,1,06,E002B,380,380,1140
03007360006,1,04,E002B,100,100,300
03007360006,1,03,E003B,40,40,120
03007360006,1,04,E002A,90,90,270
03007360006,1,03,E003A,180,180,540
03007360908,1,02,E004A,400,400,1285.71
03007360908,1,02,E004B,500,500,1607.14
03007362003,1,03,E003B,250,250,750
03007362903,1,04,E002A,563,563,1689
03007460706,1,04,E004B,100,100,321.42
03007460706,1,04,E004A,200,200,642.85
03007461603,1,04,E004A,58,58,168.38
03007461605,1,02,E005A,50,50,145.16
03007461605,1,01,E005B,600,600,1741.93
03007462501,1,03,E004A,200,200,580.64
03007462501,1,03,E004B,500,500,1451.61
03007471001,1,02,E005B,580,580,1683.87
03007471001,1,02,E005A,220,220,638.7
03007471004,1,03,E003B,100,100,290.32
03007471004,1,04,E002B,50,50,145.16
03007473401,1,03,E002B,45,45,135
03007473403,1,03,E003B,120,120,360
03007600503,1,04,E002A,100,100,290.32
03007600503,1,05,E002B,100,100,290.32
03007600503,1,05,E002A,100,100,290.32
03007600503,1,04,E002B,100,100,290.32
03007600506,1,04,E001A,200,200,580.64
03007601401,1,02,E005A,24,24,72
03007601404,1,02,E002A,175,175,525
03007601404,1,02,E002B,578,578,1734
03007602806,1,02,E004A,250,250,750
03007980604,1,03,E002A,250,250,725.8
03007980604,1,04,E002A,250,250,725.8
03007981504,1,02,E004B,72,72,216
03007981504,1,03,E003B,363,363,1089
03007981504,1,02,E004A,25,25,75
03007981504,1,03,E003A,37,37,111
03008713305,1,04,E002B,54,54,156.77
03008742101,1,03,E001B,300,300,900
03009261201,1,02,E002B,16,16,46.45
03009263306,1,03,E002B,2000,2000,5806.45
03009582902,1,03,E005B,1600,1600,4800
03009582902,1,03,E005A,2000,2000,6000
03009582903,1,06,E002A,250,250,750
03009582903,1,06,E002B,150,150,450
03009582904,1,03,E001A,800,800,2400
03009582904,1,03,E001B,1000,1000,3000
03009582904,1,02,E002B,600,600,1800
03009582904,1,02,E002A,400,400,1200
03009612701,1,04,E002B,1200,1200,3483.87
03009612701,1,03,E004A,1000,1000,2903.22
03009612701,1,03,E004B,1000,1000,2903.22
03009612701,1,04,E002A,1200,1200,3483.87
03009612702,1,02,E004A,1500,1500,4354.83
03009612702,1,02,E004B,500,500,1451.61
03009613603,1,09,E003A,300,300,900
03009613603,1,09,E003B,200,200,600
03009780806,1,03,E002B,1000,1000,3214.28
03009780806,1,03,E002A,500,500,1607.14
03009783505,1,03,E001A,1000,1000,3000
03009783505,1,03,E001B,1500,1500,4500
03010220701,1,03,E002A,400,400,1285.71
03010220701,1,03,E002B,100,100,321.42
03010220701,1,04,E002A,350,350,1124.99
03010220701,1,04,E002B,150,150,482.14
03010220704,1,04,E003B,60,60,192.85
03010220704,1,03,E004A,200,200,642.85
03010220704,1,04,E003A,140,140,449.99
03010220704,1,03,E004B,120,120,385.71
03010220705,1,03,E002A,150,150,482.14
03010220705,1,03,E002B,50,50,160.71
03010220706,1,03,E002B,90,90,289.28
03010220706,1,04,E002B,20,20,64.28
03010222501,1,06,E001B,300,300,870.96
03010222501,1,05,E002A,600,600,1741.93
03010222501,1,05,E002B,300,300,870.96
03010222501,1,06,E001A,600,600,1741.93
03010222502,1,04,E002A,750,750,2177.41
03010222502,1,04,E002B,500,500,1451.61
03010222502,1,06,E001A,750,750,2177.41
03010222502,1,06,E001B,500,500,1451.61
03010330202,1,04,E002B,100,100,290.32
03010330202,1,04,E002A,200,200,580.64
03010331105,1,03,E002B,100,100,290.32
03010331105,1,03,E002A,400,400,1161.29
03010332004,1,03,E003B,50,50,150
03010332004,1,04,E002A,80,80,240
03010332004,1,04,E002B,20,20,60
03010332004,1,03,E003A,150,150,450
03010333002,1,03,E002B,100,100,300
03010333002,1,03,E002A,400,400,1200
03010333004,1,03,E003A,600,600,1800
03010333004,1,04,E002A,300,300,900
03010340005,1,04,E005A,1500,1500,4500
03010340911,1,04,E004A,500,500,1607.14
03010340912,2,02,E001A,450,450,1446.42
03010340912,2,03,E001A,450,450,1446.42
03010340912,2,02,E001B,600,600,1928.57
03010340912,2,03,E001B,600,600,1928.57
03010341803,1,03,E003B,500,500,1451.61
03010341805,1,04,E002B,45,45,130.64
03010341806,1,03,E005B,1500,1500,4354.83
03010342904,1,06,E002B,300,300,900
03010342904,1,06,E002A,200,200,600
03010342904,1,05,E004A,500,500,1500
03010342904,1,05,E004B,1000,1000,3000
03010342906,1,04,E004A,500,500,1500
03010342906,1,05,E004A,500,500,1500
03010351001,1,03,E003B,200,200,580.64
03010351001,1,04,E002A,100,100,290.32
03010351003,1,03,E003A,1000,1000,2903.22
03010351003,1,03,E003B,1500,1500,4354.83
03010351003,1,04,E002A,1000,1000,2903.22
03010351003,1,04,E002B,1500,1500,4354.83
03010351005,1,02,E002A,500,500,1451.61
03010352801,1,03,E002B,300,300,900
03010352801,1,03,E002A,500,500,1500
03010352806,1,03,E003A,500,500,1500
03010352806,1,03,E003B,500,500,1500
03010590605,1,07,E003B,40,40,116.12
03010590605,1,08,E002A,120,120,348.38
03010590605,1,08,E002B,80,80,232.25
03010590605,1,09,E002A,120,120,348.38
03010590605,1,09,E002B,80,80,232.25
03010590605,1,06,E004A,160,160,464.51
03010590605,1,06,E004B,40,40,116.12
03010590605,1,07,E003A,160,160,464.51
03010591402,1,03,E002A,300,300,900
03010591402,1,03,E002B,100,100,300
03010591403,1,03,E003B,100,100,300
03010591403,1,03,E003A,300,300,900
03010591405,1,03,E002B,85,85,255
03010591405,1,03,E002A,100,100,300
03010923306,1,04,E002B,130,130,377.41
03011170404,1,04,E004A,175,175,508.06
03011170404,1,05,E003A,150,150,435.48
03011170404,1,03,E004A,534,534,1550.32
03011170405,1,04,E002B,200,200,580.64
03011170405,1,04,E002A,100,100,290.32
03011171304,1,03,E002A,56,56,168
03011171304,1,04,E002B,50,50,150
03011171305,1,03,E002A,36,36,108
03011252602,1,04,E003B,200,200,580.64
03011252602,1,02,E004A,300,300,870.96
03011252602,1,03,E003A,700,700,2032.25
03011252602,1,04,E003A,500,500,1451.61
03011252605,1,04,E001B,800,800,2322.58
03011252605,1,03,E002B,2500,2500,7258.06
03011490406,1,04,E002A,20,20,58.06
03011492704,1,03,E004A,180,180,522.58
03011492704,1,03,E004B,70,70,203.22
03011492705,1,03,E002B,100,100,290.32
03011492705,1,03,E002A,300,300,870.96
03011492706,1,03,E004A,200,200,580.64
03011492706,1,03,E004B,100,100,290.32
03011493605,1,03,E002B,250,250,750
03011660806,1,03,E001B,400,400,1285.71
03011661306,1,04,E002A,200,200,600
03011661306,1,03,E004B,150,150,450
03011661306,1,03,E004A,350,350,1050
03011663101,1,03,E004B,200,200,580.64
03011663101,1,04,E003B,200,200,580.64
03011663103,1,04,E002B,250,250,725.8
03011663103,1,05,E002B,250,250,725.8
03011663104,1,04,E002B,200,200,580.64
03011663104,1,05,E002B,200,200,580.64
03011663106,1,03,E003B,200,200,580.64
03011781505,1,01,E005B,50,50,150
03011783306,1,05,E004B,500,500,1451.61
03011803002,1,04,E003A,100,100,300
03011803002,1,05,E002B,60,60,180
03011803002,1,05,E002A,40,40,120
03011803002,1,04,E003B,50,50,150
03011803003,1,03,E003A,700,700,2100
03011803006,1,02,E002A,500,500,1500
03011803006,1,02,E002B,900,900,2700
03011803006,1,03,E002B,200,200,600
03011803006,1,03,E002A,300,300,900
03012150702,1,01,E004B,100,100,321.42
03012150702,1,01,E004A,400,400,1285.71
03012151703,1,03,E002B,150,150,435.48
03012151704,1,03,E001B,200,200,580.64
03012151705,1,03,E003B,150,150,435.48
03012151705,1,03,E003A,150,150,435.48
03012151705,1,04,E002B,200,200,580.64
03012152601,1,02,E002B,700,700,2032.25
03012152601,1,02,E002A,300,300,870.96
03012152602,1,08,E003B,450,450,1306.45
03012152602,1,08,E003A,250,250,725.8
03012152603,1,03,E002A,400,400,1161.29
03012152603,1,03,E002B,600,600,1741.93
03012153501,1,02,E003B,150,150,450
03012153504,1,03,E002B,250,250,750
03012201601,1,04,E003A,70,70,203.22
03012201602,1,03,E002A,250,250,725.8
03012201602,1,03,E002B,100,100,290.32
03012201603,1,03,E004A,100,100,290.32
03012201603,1,03,E004B,100,100,290.32
03012201603,1,04,E003B,100,100,290.32
03012201603,1,04,E003A,100,100,290.32
03012202503,1,03,E003B,900,900,2612.9
03012202503,1,03,E003A,600,600,1741.93
03012202503,1,02,E005B,950,950,2758.06
03012202503,1,02,E005A,550,550,1596.77
03012202505,1,03,E002B,200,200,580.64
03013330501,1,03,E004A,350,350,1016.12
03013330506,1,03,E003B,100,100,290.32
03013330506,1,04,E002A,200,200,580.64
03013330506,1,03,E003A,300,300,870.96
03013331404,1,03,E002B,160,160,480
03013331404,1,03,E002A,60,60,180
03013331406,1,04,E002A,100,100,300
03013331406,1,04,E002B,100,100,300
03013331406,1,05,E002B,956,956,2868
03013332306,1,02,E005A,200,200,580.64
03013332306,1,03,E004A,200,200,580.64
03013332306,1,03,E004B,233,233,676.45
03013332306,1,04,E002A,200,200,580.64
03013332306,1,04,E002B,233,233,676.45
03013332306,1,02,E005B,233,233,676.45
03013333201,1,03,E002B,1000,1000,2903.22
03013333206,1,03,E002B,850,850,2467.74
03013333206,1,02,E002B,850,850,2467.74
03013401001,1,03,E004B,950,950,2758.06
03013401001,1,03,E004A,520,520,1509.67
03013401005,1,03,E003B,800,800,2322.58
03013401005,1,03,E003A,200,200,580.64
03013401006,1,03,E001B,300,300,870.96
03013401901,1,03,E002B,100,100,300
03013401901,1,02,E003A,300,300,900
03013401901,1,02,E003B,100,100,300
03013401901,1,03,E002A,300,300,900
03013401906,1,03,E003B,45,45,135
03013401906,1,03,E003A,35,35,105
03013403707,1,03,E003B,310,310,899.99
03013403707,1,04,E003B,310,310,899.99
03013403709,1,03,E001B,500,500,1451.61
03013670203,1,05,E002A,100,100,290.32
03013670203,1,04,E003A,100,100,290.32
03013670203,1,03,E003A,100,100,290.32
03013671102,1,03,E002B,150,150,435.48
03013671106,1,02,E002A,400,400,1161.29
03013671106,1,02,E002B,100,100,290.32
03013672001,1,04,E002B,400,400,1200
03013672002,1,06,E004B,500,500,1500
03013970003,1,03,E002B,200,200,600
03013970908,1,04,E001A,50,50,160.71
03013970908,1,03,E002A,300,300,964.28
03013970908,1,04,E001B,150,150,482.14
03013970908,1,03,E002B,100,100,321.42
03013972705,1,03,E005B,1300,1300,3774.19
03013972705,1,02,E005A,500,500,1451.61
03013972705,1,02,E005B,3000,3000,8709.67
03013972706,1,03,E004A,600,600,1741.93
03013972706,1,04,E002A,200,200,580.64
03013972706,1,04,E002B,800,800,2322.58
03013972706,1,03,E004B,1500,1500,4354.83
03600511506,1,04,E003B,30,30,90
03600511506,1,05,E002B,30,30,90
03600511506,1,05,E002A,40,40,120
03600511506,1,03,E003B,30,30,90
03600513201,1,03,E003B,150,150,435.48
03600513201,1,03,E003A,600,600,1741.93
03600601701,1,10,E002B,80,80,232.25
03600601701,1,05,E003B,40,40,116.12
03600601701,1,05,E003A,60,60,174.19
03600601701,1,09,E003A,100,100,290.32
03600601704,1,03,E003A,100,100,290.32
03600602604,1,06,E004A,200,200,580.64
03600602604,1,06,E004B,100,100,290.32
03600602604,1,05,E003B,100,100,290.32
03600602604,1,05,E003A,300,300,870.96
03600602605,1,03,E002B,150,150,435.48
03600602605,1,03,E002A,350,350,1016.12
03600602606,1,03,E005B,50,50,145.16
03600602606,1,05,E003B,100,100,290.32
03600602606,1,05,E003A,350,350,1016.12
03600602606,1,04,E004B,20,20,58.06
03600602606,1,04,E004A,130,130,377.41
03600602606,1,03,E005A,200,200,580.64
03600842401,1,03,E001B,160,160,464.51
03600950705,1,03,E002A,100,100,321.42
03600950705,1,02,E002A,100,100,321.42
03601081006,1,03,E002B,250,250,725.8
03601081006,1,03,E002A,600,600,1741.93
03601392901,1,03,E002A,500,500,1500
03601422701,1,03,E001B,120,120,348.38
03601571401,1,03,E002A,160,160,480
03601571401,1,03,E002B,45,45,135
03601572802,1,04,E002B,150,150,450
04000472701,1,03,E005B,82,82,238.06
04000472701,1,03,E005A,175,175,508.06
04000472702,1,06,E002A,175,175,508.06
04000472702,1,06,E002B,60,60,174.19
04000472703,1,07,E004A,416,416,1207.74
04000472703,1,07,E004B,67,67,194.51
04000472703,1,08,E001A,30,30,87.09
04000472703,1,08,E001B,70,70,203.22
04000472703,1,06,E005A,220,220,638.7
04000472703,1,06,E005B,250,250,725.8
04000472704,1,09,E001B,80,80,232.25
04000472704,1,09,E001A,71,71,206.12
04000472704,1,07,E002A,144,144,418.06
04000472704,1,06,E003B,30,30,87.09
04000472704,1,06,E003A,132,132,383.22
04000472704,1,08,E002A,100,100,290.32
04000662603,1,05,E001A,200,200,580.64
04000662603,1,04,E003B,200,200,580.64
04000662603,1,04,E003A,400,400,1161.29
04000662603,1,05,E001B,300,300,870.96
04001172502,1,03,E003B,15,15,43.54
04001172502,1,03,E003A,168,168,487.74
04001172503,1,04,E004B,75,75,217.74
04001172503,1,04,E004A,350,350,1016.12
04001172504,1,03,E002A,540,540,1567.74
04001172504,1,03,E002B,17,17,49.35
04001172506,1,04,E002A,420,420,1219.35
04001172506,1,05,E002B,60,60,174.19
04001172506,1,05,E002A,434,434,1259.99
04001172506,1,04,E002B,60,60,174.19
04001672505,1,05,E002B,400,400,1161.29
04001672505,1,04,E004A,210,210,609.67
04001672505,1,05,E002A,320,320,929.03
04001672505,1,04,E004B,300,300,870.96
04001882802,1,03,E002B,300,300,900
04001941504,1,06,E002B,27,27,81
04002071203,1,05,E002B,150,150,435.48
04002140502,1,03,E002B,250,250,725.8
04002140502,1,03,E002A,250,250,725.8
04002322703,1,03,E003B,200,200,580.64
04002322703,1,03,E003A,300,300,870.96
04002322704,1,03,E005A,160,160,464.51
04002322704,1,03,E005B,330,330,958.06
04002441603,1,03,E002B,14,14,40.64
04002622304,1,01,E006A,30,30,87.09
04002670705,1,05,E002B,77,77,247.49
04002670705,1,05,E002A,132,132,424.28
04002670706,1,03,E005A,328,328,1054.28
04003080505,1,03,E001B,140,140,406.45
04003140604,1,03,E002B,150,150,435.48
04003140604,1,04,E001B,100,100,290.32
04003140605,1,06,E003A,900,900,2612.9
04003140605,1,06,E003B,500,500,1451.61
04003440201,1,02,E002B,100,100,290.32
04003440201,1,03,E002A,100,100,290.32
04004211802,1,02,E003B,70,70,203.22
04004211806,1,03,E004A,50,50,145.16
04004702803,1,04,E002A,240,240,720
04004702803,1,03,E005A,160,160,480
04004702805,1,03,E003A,300,300,900
04004702805,1,04,E003B,50,50,150
04004702805,1,04,E003A,300,300,900
04004702805,1,03,E003B,50,50,150
04004761101,1,03,E005A,180,180,522.58
04004761101,1,03,E005B,20,20,58.06
04004761101,1,06,E002B,90,90,261.29
04004761101,1,06,E002A,150,150,435.48
04004902906,1,02,E001B,800,800,2400
04004902906,1,02,E001A,90,90,270
04005423302,1,03,E001A,30,30,87.09
04005423303,1,05,E002A,135,135,391.93
04005730902,1,04,E001A,25,25,80.35
04005730902,1,04,E001B,95,95,305.35
04005730902,1,03,E001A,25,25,80.35
04005730902,1,03,E001B,95,95,305.35
04005730905,1,03,E002B,50,50,160.71
04005773006,1,04,E003B,35,35,105
04005773006,1,03,E004B,58,58,174
04005972702,1,05,E002A,150,150,435.48
04005972702,1,05,E002B,500,500,1451.61
04005972703,1,03,E002A,100,100,290.32
04005972703,1,03,E002B,100,100,290.32
04005972705,1,05,E002A,321,321,931.93
04005972705,1,04,E003B,350,350,1016.12
04005972705,1,04,E003A,642,642,1863.87
04005972705,1,05,E002B,250,250,725.8
04006110802,1,04,E003A,100,100,321.42
04006110802,1,03,E003A,104,104,334.28
04006110802,1,03,E003B,54,54,173.57
04006192202,1,03,E005A,48,48,139.35
04006383101,1,04,E004B,250,250,725.8
04006383101,1,05,E002B,300,300,870.96
04006383101,1,03,E004B,250,250,725.8
04006730501,1,02,E006B,1600,1600,4645.16
04006730501,1,03,E001B,1000,1000,2903.22
04006730505,1,07,E003B,60,60,174.19
04006982503,1,05,E002A,490,490,1422.58
04006982503,1,05,E002B,700,700,2032.25
04006982504,1,03,E002A,105,105,304.83
04006982504,1,03,E002B,500,500,1451.61
04006982505,1,06,E003A,270,270,783.87
04006982505,1,06,E003B,50,50,145.16
04006982505,1,07,E001B,150,150,435.48
04007003501,1,05,E003B,500,500,1500
04007003501,1,04,E005B,300,300,900
04007182806,1,06,E003A,312,312,936
04007182806,1,05,E004A,260,260,780
04007491602,1,04,E004B,120,120,348.38
04007491602,1,05,E002B,50,50,145.16
04007491602,1,05,E002A,30,30,87.09
04007491602,1,04,E004A,180,180,522.58
04007561004,1,05,E004A,200,200,580.64
04007561004,1,04,E004B,100,100,290.32
04007561004,1,04,E004A,200,200,580.64
04007561004,1,05,E004B,100,100,290.32
04007581402,1,04,E003A,108,108,324
04007581402,1,04,E003B,22,22,66
04007682501,1,03,E002A,198,198,574.83
04007682501,1,03,E002B,102,102,296.12
04007682502,1,03,E005A,312,312,905.8
04007682502,1,03,E005B,188,188,545.8
04007682504,1,03,E002B,125,125,362.9
04007682504,1,02,E004A,246,246,714.19
04007682504,1,02,E004B,154,154,447.09
04007682504,1,03,E002A,175,175,508.06
04007682505,1,04,E003B,800,800,2322.58
04007682505,1,04,E003A,650,650,1887.09
04007682506,1,04,E002A,150,150,435.48
04007682506,1,05,E002B,120,120,348.38
04007682506,1,05,E002A,180,180,522.58
04007682506,1,04,E002B,150,150,435.48
04007682506,1,03,E005A,300,300,870.96
04007682506,1,03,E005B,200,200,580.64
04007802602,1,02,E002B,510,510,1480.64
04007802602,1,02,E002A,290,290,841.93
04007802603,1,03,E002B,600,600,1741.93
04007802603,1,03,E002A,400,400,1161.29
04007802604,1,03,E002B,300,300,870.96
04007802604,1,04,E001A,300,300,870.96
04007802604,1,04,E001B,1000,1000,2903.22
04007802604,1,03,E002A,200,200,580.64
04007802605,1,06,E003B,360,360,1045.16
04007802605,1,04,E003B,360,360,1045.16
04007802605,1,04,E003A,240,240,696.77
04007802605,1,06,E003A,240,240,696.77
04007831905,1,05,E002A,25,25,75
04007831905,1,04,E002B,100,100,300
04007831905,1,04,E002A,25,25,75
04007831905,1,05,E002B,100,100,300
04007831905,1,06,E001A,25,25,75
04007920804,1,07,E002B,100,100,321.42
04007920804,1,07,E002A,60,60,192.85
04007920804,1,06,E003A,105,105,337.49
04008400902,1,03,E004B,56,56,179.99
04008400902,1,05,E002A,100,100,321.42
04008400902,1,03,E004A,444,444,1427.14
04008421201,1,05,E003B,50,50,145.16
04008421203,1,07,E005B,1276,1276,3704.51
04008592101,1,03,E002B,39,39,117
